id,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,odd_time_signature,valence,cluster
1e6P6S42qX7vFT0u14S5jm,0.568,-0.7466390949526283,0.0904,0.0356,0.187,-1.522405383432969,1,0.0539,-0.2001973090891379,0,0.176,1
3QEWEv1tvHmVgsT5THpGDn,0.324,-0.1706749884272057,0.11,0.777,0.621,-0.8341852966322185,0,0.0351,0.2409957961134255,1,0.0393,1
1nW0lHGLpE1iQDP5Nvt3x1,0.186,-0.8846808565126619,0.0775,0.506,0.0939,-4.002631843063096,1,0.0534,0.5565609226783155,1,0.455,1
0ZXkKRO789QKBR6ME7pIDF,0.472,-1.0289869825588622,0.0118,0.799,0.247,-3.1840804459084757,1,0.0397,-0.4354499115131774,0,0.0698,1
4HNZRr43gqpPjMuB6m1Ydf,0.364,-1.0126394367976643,0.152,0.00141,0.0909,-1.03253264527031,1,0.0884,-1.0801517982232245,1,0.48,1
5IuSQa3vuy5ZGw0ZxJ9z3a,0.249,-0.1428145565833231,0.297,0.222,0.0875,-0.9894820314430134,1,0.0835,0.0318020446074283,0,0.0551,1
1OzTJHmUMMYPQpMLxZYHlU,0.596,-0.9665925954432666,0.17,4.39e-05,0.0772,-0.7948696675661939,1,0.043,0.406977203411068,1,0.486,1
6efrVSc5Dltp0PyFybNacG,0.213,-0.8761261425484448,0.033,0.000233,0.107,-0.9886957188616926,1,0.0406,-0.7147363856020038,0,0.112,1
1gqS8bomGckIqmfDbavdHD,0.289,-1.1908681311912526,0.0676,1.57e-05,0.101,-0.876646176023524,1,0.0436,-1.9979622725497248,0,0.0728,1
0iJfN2CqrX7O8hkzgAMMAf,0.236,0.2982117527671033,0.0556,0.923,0.118,-1.293391844123379,1,0.0339,-0.4121185317504913,0,0.0329,1
7K6xMPtAjTuLPNlJMLf5bS,0.613,-0.4706684432647441,0.0457,0.642,0.0991,-2.1351394624269537,1,0.0337,-0.5479991730444435,0,0.093,1
3QEWEv1tvHmVgsT5THpGDn,0.324,-0.1706749884272057,0.11,0.777,0.621,-0.8341852966322185,0,0.0351,0.2409957961134255,1,0.0393,1
4YYVPqAYayRTsU2luahbPd,0.697,-1.0673162397377352,0.194,0.409,0.0756,-1.0724380087723242,1,0.0812,-0.0777239958841663,0,0.205,1
4HNZRr43gqpPjMuB6m1Ydf,0.364,-1.0126394367976643,0.152,0.00141,0.0909,-1.03253264527031,1,0.0884,-1.0801517982232245,1,0.48,1
1nW0lHGLpE1iQDP5Nvt3x1,0.186,-0.8846808565126619,0.0775,0.506,0.0939,-4.002631843063096,1,0.0534,0.5565609226783155,1,0.455,1
574y1r7o2tRA009FW0LE7v,0.592,-1.0671563385421423,0.0195,0.839,0.108,-3.50175072876195,1,0.0369,0.1085655701364903,0,0.0313,1
19tHmIQsRnebkyK09m2UXE,0.664,-0.9779596892593814,0.171,0.001,0.264,-1.0211311128411629,1,0.0452,0.4084888139309037,1,0.378,1
6efrVSc5Dltp0PyFybNacG,0.213,-0.8761261425484448,0.033,0.000233,0.107,-0.9886957188616926,1,0.0406,-0.7147363856020038,0,0.112,1
1gqS8bomGckIqmfDbavdHD,0.289,-1.1908681311912526,0.0676,1.57e-05,0.101,-0.876646176023524,1,0.0436,-1.9979622725497248,0,0.0728,1
0ZXkKRO789QKBR6ME7pIDF,0.472,-1.0289869825588622,0.0118,0.799,0.247,-3.1840804459084757,1,0.0397,-0.4354499115131774,0,0.0698,1
5IuSQa3vuy5ZGw0ZxJ9z3a,0.249,-0.1428145565833231,0.297,0.222,0.0875,-0.9894820314430134,1,0.0835,0.0318020446074283,0,0.0551,1
0ZXkKRO789QKBR6ME7pIDF,0.472,-1.0289869825588622,0.0118,0.799,0.247,-3.1840804459084757,1,0.0397,-0.4354499115131774,0,0.0698,1
6efrVSc5Dltp0PyFybNacG,0.213,-0.8761261425484448,0.033,0.000233,0.107,-0.9886957188616926,1,0.0406,-0.7147363856020038,0,0.112,1
0UNdgMQxCqUhw0Mcw89Vg3,0.628,-1.0500092868029802,0.41,0.925,0.12,-1.2047351005794948,1,0.0712,0.4907730039671926,0,0.516,1
2mZreZ4DxJE1et4I7Zy9l7,0.438,-0.3711487609135628,0.0311,0.00768,0.0729,-1.6967701983407857,1,0.037,0.2551917905605804,0,0.157,1
5HAjss9faCAowGY8dM24r6,0.307,-0.614349073457596,0.0742,0.315,0.11,-2.284735431023175,0,0.0359,0.0815537473689864,0,0.0394,1
5HAjss9faCAowGY8dM24r6,0.307,-0.614349073457596,0.0742,0.315,0.11,-2.284735431023175,0,0.0359,0.0815537473689864,0,0.0394,1
5IuSQa3vuy5ZGw0ZxJ9z3a,0.249,-0.1428145565833231,0.297,0.222,0.0875,-0.9894820314430134,1,0.0835,0.0318020446074283,0,0.0551,1
1nW0lHGLpE1iQDP5Nvt3x1,0.186,-0.8846808565126619,0.0775,0.506,0.0939,-4.002631843063096,1,0.0534,0.5565609226783155,1,0.455,1
2twOdZ7eEp1uyG2bzqlCz9,0.452,0.7304764171943101,0.137,0.113,0.448,-1.977680368017528,1,0.37,0.0688365023434097,0,0.448,1
2mZreZ4DxJE1et4I7Zy9l7,0.438,-0.3711487609135628,0.0311,0.00768,0.0729,-1.6967701983407857,1,0.037,0.2551917905605804,0,0.157,1
5IuSQa3vuy5ZGw0ZxJ9z3a,0.249,-0.1428145565833231,0.297,0.222,0.0875,-0.9894820314430134,1,0.0835,0.0318020446074283,0,0.0551,1
4YYVPqAYayRTsU2luahbPd,0.697,-1.0673162397377352,0.194,0.409,0.0756,-1.0724380087723242,1,0.0812,-0.0777239958841663,0,0.205,1
1gqS8bomGckIqmfDbavdHD,0.289,-1.1908681311912526,0.0676,1.57e-05,0.101,-0.876646176023524,1,0.0436,-1.9979622725497248,0,0.0728,1
0iJfN2CqrX7O8hkzgAMMAf,0.236,0.2982117527671033,0.0556,0.923,0.118,-1.293391844123379,1,0.0339,-0.4121185317504913,0,0.0329,1
2O3l4X1yTua8oMMCtazkyo,0.74,-0.8531144793120983,0.231,0.747,0.249,-0.6631623101950138,0,0.0415,-0.4011100638342947,0,0.546,1
0UNdgMQxCqUhw0Mcw89Vg3,0.628,-1.0500092868029802,0.41,0.925,0.12,-1.2047351005794948,1,0.0712,0.4907730039671926,0,0.516,1
2twOdZ7eEp1uyG2bzqlCz9,0.452,0.7304764171943101,0.137,0.113,0.448,-1.977680368017528,1,0.37,0.0688365023434097,0,0.448,1
5HAjss9faCAowGY8dM24r6,0.307,-0.614349073457596,0.0742,0.315,0.11,-2.284735431023175,0,0.0359,0.0815537473689864,0,0.0394,1
21L1dVOTGhvAKvBXXnTIHj,0.555,-1.2303119937629343,0.0193,0.00136,0.0658,-2.817069048577141,0,0.0432,-1.317310344346187,0,0.31,1
0ESdtt9cjGZUkUbaubSrv2,0.638,-0.587800772012843,0.0811,0.00313,0.314,-1.397578261148343,1,0.0335,-0.2315467968266062,0,0.0503,1
0UNdgMQxCqUhw0Mcw89Vg3,0.628,-1.0500092868029802,0.41,0.925,0.12,-1.2047351005794948,1,0.0712,0.4907730039671926,0,0.516,1
0ZXkKRO789QKBR6ME7pIDF,0.472,-1.0289869825588622,0.0118,0.799,0.247,-3.1840804459084757,1,0.0397,-0.4354499115131774,0,0.0698,1
7FCiDC7ojdm19CJePq6QAe,0.179,-0.935275475988774,0.162,0.022,0.119,-1.3081352050231378,0,0.162,-2.674210813586784,0,0.0869,1
574y1r7o2tRA009FW0LE7v,0.592,-1.0671563385421423,0.0195,0.839,0.108,-3.50175072876195,1,0.0369,0.1085655701364903,0,0.0313,1
4YYVPqAYayRTsU2luahbPd,0.697,-1.0673162397377352,0.194,0.409,0.0756,-1.0724380087723242,1,0.0812,-0.0777239958841663,0,0.205,1
4p1qtNoktFkDJy2oeXHmYi,0.473,-0.750961130209976,0.163,0.707,0.11,-1.0462931154434183,0,0.0386,0.9743897870199358,1,0.138,1
1OzTJHmUMMYPQpMLxZYHlU,0.596,-0.9665925954432666,0.17,4.39e-05,0.0772,-0.7948696675661939,1,0.043,0.406977203411068,1,0.486,1
0iJfN2CqrX7O8hkzgAMMAf,0.236,0.2982117527671033,0.0556,0.923,0.118,-1.293391844123379,1,0.0339,-0.4121185317504913,0,0.0329,1
4HNZRr43gqpPjMuB6m1Ydf,0.364,-1.0126394367976643,0.152,0.00141,0.0909,-1.03253264527031,1,0.0884,-1.0801517982232245,1,0.48,1
5IuSQa3vuy5ZGw0ZxJ9z3a,0.249,-0.1428145565833231,0.297,0.222,0.0875,-0.9894820314430134,1,0.0835,0.0318020446074283,0,0.0551,1
1e6P6S42qX7vFT0u14S5jm,0.568,-0.7466390949526283,0.0904,0.0356,0.187,-1.522405383432969,1,0.0539,-0.2001973090891379,0,0.176,1
3QEWEv1tvHmVgsT5THpGDn,0.324,-0.1706749884272057,0.11,0.777,0.621,-0.8341852966322185,0,0.0351,0.2409957961134255,1,0.0393,1
4YYVPqAYayRTsU2luahbPd,0.697,-1.0673162397377352,0.194,0.409,0.0756,-1.0724380087723242,1,0.0812,-0.0777239958841663,0,0.205,1
4Dk7ln90TotTGBCXpZYJEX,0.202,-1.1872421364323678,0.139,0.313,0.168,-1.287887656054136,1,0.0556,-0.8923506216827319,1,0.14,1
2twOdZ7eEp1uyG2bzqlCz9,0.452,0.7304764171943101,0.137,0.113,0.448,-1.977680368017528,1,0.37,0.0688365023434097,0,0.448,1
0iJfN2CqrX7O8hkzgAMMAf,0.236,0.2982117527671033,0.0556,0.923,0.118,-1.293391844123379,1,0.0339,-0.4121185317504913,0,0.0329,1
0UNdgMQxCqUhw0Mcw89Vg3,0.628,-1.0500092868029802,0.41,0.925,0.12,-1.2047351005794948,1,0.0712,0.4907730039671926,0,0.516,1
5IuSQa3vuy5ZGw0ZxJ9z3a,0.249,-0.1428145565833231,0.297,0.222,0.0875,-0.9894820314430134,1,0.0835,0.0318020446074283,0,0.0551,1
7FCiDC7ojdm19CJePq6QAe,0.179,-0.935275475988774,0.162,0.022,0.119,-1.3081352050231378,0,0.162,-2.674210813586784,0,0.0869,1
2mZreZ4DxJE1et4I7Zy9l7,0.438,-0.3711487609135628,0.0311,0.00768,0.0729,-1.6967701983407857,1,0.037,0.2551917905605804,0,0.157,1
5IuSQa3vuy5ZGw0ZxJ9z3a,0.249,-0.1428145565833231,0.297,0.222,0.0875,-0.9894820314430134,1,0.0835,0.0318020446074283,0,0.0551,1
1e6P6S42qX7vFT0u14S5jm,0.568,-0.7466390949526283,0.0904,0.0356,0.187,-1.522405383432969,1,0.0539,-0.2001973090891379,0,0.176,1
4HNZRr43gqpPjMuB6m1Ydf,0.364,-1.0126394367976643,0.152,0.00141,0.0909,-1.03253264527031,1,0.0884,-1.0801517982232245,1,0.48,1
19tHmIQsRnebkyK09m2UXE,0.664,-0.9779596892593814,0.171,0.001,0.264,-1.0211311128411629,1,0.0452,0.4084888139309037,1,0.378,1
21L1dVOTGhvAKvBXXnTIHj,0.555,-1.2303119937629343,0.0193,0.00136,0.0658,-2.817069048577141,0,0.0432,-1.317310344346187,0,0.31,1
1Xmr96UoJusovMbOCSg2N3,0.367,-0.3321422751415909,0.0798,0.0111,0.082,-1.335656145369355,1,0.0359,-1.3936466755979042,0,0.11,1
4Dk7ln90TotTGBCXpZYJEX,0.202,-1.1872421364323678,0.139,0.313,0.168,-1.287887656054136,1,0.0556,-0.8923506216827319,1,0.14,1
1OzTJHmUMMYPQpMLxZYHlU,0.596,-0.9665925954432666,0.17,4.39e-05,0.0772,-0.7948696675661939,1,0.043,0.406977203411068,1,0.486,1
4Dk7ln90TotTGBCXpZYJEX,0.202,-1.1872421364323678,0.139,0.313,0.168,-1.287887656054136,1,0.0556,-0.8923506216827319,1,0.14,1
4YYVPqAYayRTsU2luahbPd,0.697,-1.0673162397377352,0.194,0.409,0.0756,-1.0724380087723242,1,0.0812,-0.0777239958841663,0,0.205,1
19tHmIQsRnebkyK09m2UXE,0.664,-0.9779596892593814,0.171,0.001,0.264,-1.0211311128411629,1,0.0452,0.4084888139309037,1,0.378,1
1Xmr96UoJusovMbOCSg2N3,0.367,-0.3321422751415909,0.0798,0.0111,0.082,-1.335656145369355,1,0.0359,-1.3936466755979042,0,0.11,1
1nW0lHGLpE1iQDP5Nvt3x1,0.186,-0.8846808565126619,0.0775,0.506,0.0939,-4.002631843063096,1,0.0534,0.5565609226783155,1,0.455,1
0ZXkKRO789QKBR6ME7pIDF,0.472,-1.0289869825588622,0.0118,0.799,0.247,-3.1840804459084757,1,0.0397,-0.4354499115131774,0,0.0698,1
4Dk7ln90TotTGBCXpZYJEX,0.202,-1.1872421364323678,0.139,0.313,0.168,-1.287887656054136,1,0.0556,-0.8923506216827319,1,0.14,1
0iJfN2CqrX7O8hkzgAMMAf,0.236,0.2982117527671033,0.0556,0.923,0.118,-1.293391844123379,1,0.0339,-0.4121185317504913,0,0.0329,1
4Dk7ln90TotTGBCXpZYJEX,0.202,-1.1872421364323678,0.139,0.313,0.168,-1.287887656054136,1,0.0556,-0.8923506216827319,1,0.14,1
4p1qtNoktFkDJy2oeXHmYi,0.473,-0.750961130209976,0.163,0.707,0.11,-1.0462931154434183,0,0.0386,0.9743897870199358,1,0.138,1
5IuSQa3vuy5ZGw0ZxJ9z3a,0.249,-0.1428145565833231,0.297,0.222,0.0875,-0.9894820314430134,1,0.0835,0.0318020446074283,0,0.0551,1
574y1r7o2tRA009FW0LE7v,0.592,-1.0671563385421423,0.0195,0.839,0.108,-3.50175072876195,1,0.0369,0.1085655701364903,0,0.0313,1
1qjl9yDLL79nKVPGBf1akY,0.13,0.6650721252204962,0.144,0.294,0.36,-2.036653811616563,1,0.0448,0.983525172335466,0,0.0291,1
4p1qtNoktFkDJy2oeXHmYi,0.473,-0.750961130209976,0.163,0.707,0.11,-1.0462931154434183,0,0.0386,0.9743897870199358,1,0.138,1
4p1qtNoktFkDJy2oeXHmYi,0.473,-0.750961130209976,0.163,0.707,0.11,-1.0462931154434183,0,0.0386,0.9743897870199358,1,0.138,1
62zuXt6X5B6YQOBNFV2eXG,0.406,-0.6861823340895105,0.128,0.0019,0.656,-0.2843562241438723,0,0.0349,-0.19480808897494,1,0.191,1
7K6xMPtAjTuLPNlJMLf5bS,0.613,-0.4706684432647441,0.0457,0.642,0.0991,-2.1351394624269537,1,0.0337,-0.5479991730444435,0,0.093,1
1OzTJHmUMMYPQpMLxZYHlU,0.596,-0.9665925954432666,0.17,4.39e-05,0.0772,-0.7948696675661939,1,0.043,0.406977203411068,1,0.486,1
63brgJhrcNFW8ncUhM1mhG,0.508,-0.1008875225036113,0.103,0.618,0.108,-1.2668537945038132,0,0.0293,-0.4345298007619727,0,0.196,1
4Dk7ln90TotTGBCXpZYJEX,0.202,-1.1872421364323678,0.139,0.313,0.168,-1.287887656054136,1,0.0556,-0.8923506216827319,1,0.14,1
0iJfN2CqrX7O8hkzgAMMAf,0.236,0.2982117527671033,0.0556,0.923,0.118,-1.293391844123379,1,0.0339,-0.4121185317504913,0,0.0329,1
0iJfN2CqrX7O8hkzgAMMAf,0.236,0.2982117527671033,0.0556,0.923,0.118,-1.293391844123379,1,0.0339,-0.4121185317504913,0,0.0329,1
5HAjss9faCAowGY8dM24r6,0.307,-0.614349073457596,0.0742,0.315,0.11,-2.284735431023175,0,0.0359,0.0815537473689864,0,0.0394,1
5yMyLZu4wPvWcbLFiRhYVM,0.501,-0.7731450696103126,0.338,0.868,0.514,-0.7044437207143392,1,0.0395,-0.6657076270021066,0,0.106,1
62zuXt6X5B6YQOBNFV2eXG,0.406,-0.6861823340895105,0.128,0.0019,0.656,-0.2843562241438723,0,0.0349,-0.19480808897494,1,0.191,1
4Dk7ln90TotTGBCXpZYJEX,0.202,-1.1872421364323678,0.139,0.313,0.168,-1.287887656054136,1,0.0556,-0.8923506216827319,1,0.14,1
7FCiDC7ojdm19CJePq6QAe,0.179,-0.935275475988774,0.162,0.022,0.119,-1.3081352050231378,0,0.162,-2.674210813586784,0,0.0869,1
4YYVPqAYayRTsU2luahbPd,0.697,-1.0673162397377352,0.194,0.409,0.0756,-1.0724380087723242,1,0.0812,-0.0777239958841663,0,0.205,1
5yMyLZu4wPvWcbLFiRhYVM,0.501,-0.7731450696103126,0.338,0.868,0.514,-0.7044437207143392,1,0.0395,-0.6657076270021066,0,0.106,1
6efrVSc5Dltp0PyFybNacG,0.213,-0.8761261425484448,0.033,0.000233,0.107,-0.9886957188616926,1,0.0406,-0.7147363856020038,0,0.112,1
0iJfN2CqrX7O8hkzgAMMAf,0.236,0.2982117527671033,0.0556,0.923,0.118,-1.293391844123379,1,0.0339,-0.4121185317504913,0,0.0329,1
5IuSQa3vuy5ZGw0ZxJ9z3a,0.249,-0.1428145565833231,0.297,0.222,0.0875,-0.9894820314430134,1,0.0835,0.0318020446074283,0,0.0551,1
5IuSQa3vuy5ZGw0ZxJ9z3a,0.249,-0.1428145565833231,0.297,0.222,0.0875,-0.9894820314430134,1,0.0835,0.0318020446074283,0,0.0551,1
2O3l4X1yTua8oMMCtazkyo,0.74,-0.8531144793120983,0.231,0.747,0.249,-0.6631623101950138,0,0.0415,-0.4011100638342947,0,0.546,1
2O3l4X1yTua8oMMCtazkyo,0.74,-0.8531144793120983,0.231,0.747,0.249,-0.6631623101950138,0,0.0415,-0.4011100638342947,0,0.546,1
5yMyLZu4wPvWcbLFiRhYVM,0.501,-0.7731450696103126,0.338,0.868,0.514,-0.7044437207143392,1,0.0395,-0.6657076270021066,0,0.106,1
0ESdtt9cjGZUkUbaubSrv2,0.638,-0.587800772012843,0.0811,0.00313,0.314,-1.397578261148343,1,0.0335,-0.2315467968266062,0,0.0503,1
1Xmr96UoJusovMbOCSg2N3,0.367,-0.3321422751415909,0.0798,0.0111,0.082,-1.335656145369355,1,0.0359,-1.3936466755979042,0,0.11,1
1gqS8bomGckIqmfDbavdHD,0.289,-1.1908681311912526,0.0676,1.57e-05,0.101,-0.876646176023524,1,0.0436,-1.9979622725497248,0,0.0728,1
4HNZRr43gqpPjMuB6m1Ydf,0.364,-1.0126394367976643,0.152,0.00141,0.0909,-1.03253264527031,1,0.0884,-1.0801517982232245,1,0.48,1
1Xmr96UoJusovMbOCSg2N3,0.367,-0.3321422751415909,0.0798,0.0111,0.082,-1.335656145369355,1,0.0359,-1.3936466755979042,0,0.11,1
19tHmIQsRnebkyK09m2UXE,0.664,-0.9779596892593814,0.171,0.001,0.264,-1.0211311128411629,1,0.0452,0.4084888139309037,1,0.378,1
6efrVSc5Dltp0PyFybNacG,0.213,-0.8761261425484448,0.033,0.000233,0.107,-0.9886957188616926,1,0.0406,-0.7147363856020038,0,0.112,1
2mZreZ4DxJE1et4I7Zy9l7,0.438,-0.3711487609135628,0.0311,0.00768,0.0729,-1.6967701983407857,1,0.037,0.2551917905605804,0,0.157,1
62zuXt6X5B6YQOBNFV2eXG,0.406,-0.6861823340895105,0.128,0.0019,0.656,-0.2843562241438723,0,0.0349,-0.19480808897494,1,0.191,1
19tHmIQsRnebkyK09m2UXE,0.664,-0.9779596892593814,0.171,0.001,0.264,-1.0211311128411629,1,0.0452,0.4084888139309037,1,0.378,1
21L1dVOTGhvAKvBXXnTIHj,0.555,-1.2303119937629343,0.0193,0.00136,0.0658,-2.817069048577141,0,0.0432,-1.317310344346187,0,0.31,1
19tHmIQsRnebkyK09m2UXE,0.664,-0.9779596892593814,0.171,0.001,0.264,-1.0211311128411629,1,0.0452,0.4084888139309037,1,0.378,1
1qjl9yDLL79nKVPGBf1akY,0.13,0.6650721252204962,0.144,0.294,0.36,-2.036653811616563,1,0.0448,0.983525172335466,0,0.0291,1
7K6xMPtAjTuLPNlJMLf5bS,0.613,-0.4706684432647441,0.0457,0.642,0.0991,-2.1351394624269537,1,0.0337,-0.5479991730444435,0,0.093,1
1OzTJHmUMMYPQpMLxZYHlU,0.596,-0.9665925954432666,0.17,4.39e-05,0.0772,-0.7948696675661939,1,0.043,0.406977203411068,1,0.486,1
05lNdqc6FhcsxCfS8lJzyE,0.536,-0.740177205460141,0.087,0.116,0.102,-1.4498680478061543,1,0.0384,-1.4602232606672023,0,0.358,1
5HAjss9faCAowGY8dM24r6,0.307,-0.614349073457596,0.0742,0.315,0.11,-2.284735431023175,0,0.0359,0.0815537473689864,0,0.0394,1
6efrVSc5Dltp0PyFybNacG,0.213,-0.8761261425484448,0.033,0.000233,0.107,-0.9886957188616926,1,0.0406,-0.7147363856020038,0,0.112,1
1OzTJHmUMMYPQpMLxZYHlU,0.596,-0.9665925954432666,0.17,4.39e-05,0.0772,-0.7948696675661939,1,0.043,0.406977203411068,1,0.486,1
1nW0lHGLpE1iQDP5Nvt3x1,0.186,-0.8846808565126619,0.0775,0.506,0.0939,-4.002631843063096,1,0.0534,0.5565609226783155,1,0.455,1
2mZreZ4DxJE1et4I7Zy9l7,0.438,-0.3711487609135628,0.0311,0.00768,0.0729,-1.6967701983407857,1,0.037,0.2551917905605804,0,0.157,1
4YYVPqAYayRTsU2luahbPd,0.697,-1.0673162397377352,0.194,0.409,0.0756,-1.0724380087723242,1,0.0812,-0.0777239958841663,0,0.205,1
62zuXt6X5B6YQOBNFV2eXG,0.406,-0.6861823340895105,0.128,0.0019,0.656,-0.2843562241438723,0,0.0349,-0.19480808897494,1,0.191,1
21L1dVOTGhvAKvBXXnTIHj,0.555,-1.2303119937629343,0.0193,0.00136,0.0658,-2.817069048577141,0,0.0432,-1.317310344346187,0,0.31,1
1nW0lHGLpE1iQDP5Nvt3x1,0.186,-0.8846808565126619,0.0775,0.506,0.0939,-4.002631843063096,1,0.0534,0.5565609226783155,1,0.455,1
2rcpqbAf0ZXdgddldbu1sU,0.364,-1.012056267731385,0.0297,0.8,0.113,-1.929125566120988,1,0.0417,1.8354491446560723,0,0.0388,1
62zuXt6X5B6YQOBNFV2eXG,0.406,-0.6861823340895105,0.128,0.0019,0.656,-0.2843562241438723,0,0.0349,-0.19480808897494,1,0.191,1
2mZreZ4DxJE1et4I7Zy9l7,0.438,-0.3711487609135628,0.0311,0.00768,0.0729,-1.6967701983407857,1,0.037,0.2551917905605804,0,0.157,1
2O3l4X1yTua8oMMCtazkyo,0.74,-0.8531144793120983,0.231,0.747,0.249,-0.6631623101950138,0,0.0415,-0.4011100638342947,0,0.546,1
0UNdgMQxCqUhw0Mcw89Vg3,0.628,-1.0500092868029802,0.41,0.925,0.12,-1.2047351005794948,1,0.0712,0.4907730039671926,0,0.516,1
0ESdtt9cjGZUkUbaubSrv2,0.638,-0.587800772012843,0.0811,0.00313,0.314,-1.397578261148343,1,0.0335,-0.2315467968266062,0,0.0503,1
19tHmIQsRnebkyK09m2UXE,0.664,-0.9779596892593814,0.171,0.001,0.264,-1.0211311128411629,1,0.0452,0.4084888139309037,1,0.378,1
1e6P6S42qX7vFT0u14S5jm,0.568,-0.7466390949526283,0.0904,0.0356,0.187,-1.522405383432969,1,0.0539,-0.2001973090891379,0,0.176,1
2O3l4X1yTua8oMMCtazkyo,0.74,-0.8531144793120983,0.231,0.747,0.249,-0.6631623101950138,0,0.0415,-0.4011100638342947,0,0.546,1
7FCiDC7ojdm19CJePq6QAe,0.179,-0.935275475988774,0.162,0.022,0.119,-1.3081352050231378,0,0.162,-2.674210813586784,0,0.0869,1
1e6P6S42qX7vFT0u14S5jm,0.568,-0.7466390949526283,0.0904,0.0356,0.187,-1.522405383432969,1,0.0539,-0.2001973090891379,0,0.176,1
21L1dVOTGhvAKvBXXnTIHj,0.555,-1.2303119937629343,0.0193,0.00136,0.0658,-2.817069048577141,0,0.0432,-1.317310344346187,0,0.31,1
0UNdgMQxCqUhw0Mcw89Vg3,0.628,-1.0500092868029802,0.41,0.925,0.12,-1.2047351005794948,1,0.0712,0.4907730039671926,0,0.516,1
1OzTJHmUMMYPQpMLxZYHlU,0.596,-0.9665925954432666,0.17,4.39e-05,0.0772,-0.7948696675661939,1,0.043,0.406977203411068,1,0.486,1
0ZXkKRO789QKBR6ME7pIDF,0.472,-1.0289869825588622,0.0118,0.799,0.247,-3.1840804459084757,1,0.0397,-0.4354499115131774,0,0.0698,1
5yMyLZu4wPvWcbLFiRhYVM,0.501,-0.7731450696103126,0.338,0.868,0.514,-0.7044437207143392,1,0.0395,-0.6657076270021066,0,0.106,1
2mZreZ4DxJE1et4I7Zy9l7,0.438,-0.3711487609135628,0.0311,0.00768,0.0729,-1.6967701983407857,1,0.037,0.2551917905605804,0,0.157,1
5HAjss9faCAowGY8dM24r6,0.307,-0.614349073457596,0.0742,0.315,0.11,-2.284735431023175,0,0.0359,0.0815537473689864,0,0.0394,1
4p1qtNoktFkDJy2oeXHmYi,0.473,-0.750961130209976,0.163,0.707,0.11,-1.0462931154434183,0,0.0386,0.9743897870199358,1,0.138,1
4YYVPqAYayRTsU2luahbPd,0.697,-1.0673162397377352,0.194,0.409,0.0756,-1.0724380087723242,1,0.0812,-0.0777239958841663,0,0.205,1
62zuXt6X5B6YQOBNFV2eXG,0.406,-0.6861823340895105,0.128,0.0019,0.656,-0.2843562241438723,0,0.0349,-0.19480808897494,1,0.191,1
574y1r7o2tRA009FW0LE7v,0.592,-1.0671563385421423,0.0195,0.839,0.108,-3.50175072876195,1,0.0369,0.1085655701364903,0,0.0313,1
5HAjss9faCAowGY8dM24r6,0.307,-0.614349073457596,0.0742,0.315,0.11,-2.284735431023175,0,0.0359,0.0815537473689864,0,0.0394,1
62zuXt6X5B6YQOBNFV2eXG,0.406,-0.6861823340895105,0.128,0.0019,0.656,-0.2843562241438723,0,0.0349,-0.19480808897494,1,0.191,1
62zuXt6X5B6YQOBNFV2eXG,0.406,-0.6861823340895105,0.128,0.0019,0.656,-0.2843562241438723,0,0.0349,-0.19480808897494,1,0.191,1
2mZreZ4DxJE1et4I7Zy9l7,0.438,-0.3711487609135628,0.0311,0.00768,0.0729,-1.6967701983407857,1,0.037,0.2551917905605804,0,0.157,1
7FCiDC7ojdm19CJePq6QAe,0.179,-0.935275475988774,0.162,0.022,0.119,-1.3081352050231378,0,0.162,-2.674210813586784,0,0.0869,1
6efrVSc5Dltp0PyFybNacG,0.213,-0.8761261425484448,0.033,0.000233,0.107,-0.9886957188616926,1,0.0406,-0.7147363856020038,0,0.112,1
2twOdZ7eEp1uyG2bzqlCz9,0.452,0.7304764171943101,0.137,0.113,0.448,-1.977680368017528,1,0.37,0.0688365023434097,0,0.448,1
574y1r7o2tRA009FW0LE7v,0.592,-1.0671563385421423,0.0195,0.839,0.108,-3.50175072876195,1,0.0369,0.1085655701364903,0,0.0313,1
1gqS8bomGckIqmfDbavdHD,0.289,-1.1908681311912526,0.0676,1.57e-05,0.101,-0.876646176023524,1,0.0436,-1.9979622725497248,0,0.0728,1
62zuXt6X5B6YQOBNFV2eXG,0.406,-0.6861823340895105,0.128,0.0019,0.656,-0.2843562241438723,0,0.0349,-0.19480808897494,1,0.191,1
1OzTJHmUMMYPQpMLxZYHlU,0.596,-0.9665925954432666,0.17,4.39e-05,0.0772,-0.7948696675661939,1,0.043,0.406977203411068,1,0.486,1
2twOdZ7eEp1uyG2bzqlCz9,0.452,0.7304764171943101,0.137,0.113,0.448,-1.977680368017528,1,0.37,0.0688365023434097,0,0.448,1
0iJfN2CqrX7O8hkzgAMMAf,0.236,0.2982117527671033,0.0556,0.923,0.118,-1.293391844123379,1,0.0339,-0.4121185317504913,0,0.0329,1
3QEWEv1tvHmVgsT5THpGDn,0.324,-0.1706749884272057,0.11,0.777,0.621,-0.8341852966322185,0,0.0351,0.2409957961134255,1,0.0393,1
1e6P6S42qX7vFT0u14S5jm,0.568,-0.7466390949526283,0.0904,0.0356,0.187,-1.522405383432969,1,0.0539,-0.2001973090891379,0,0.176,1
